26098
(81,-8.630396,41.146086)
(26857,-8.639065,41.165332)
(82,-8.619700,41.147878)
(83,-8.607666,41.170271)
(84,-8.630630,41.153053)
(26859,-8.627386,41.146815)
(26862,-8.636447,41.138870)
(88,-8.633899,41.150472)
(89,-8.607715,41.147912)
(26863,-8.627725,41.146823)
(91,-8.589212,41.142491)
(26864,-8.586023,41.148260)
(92,-8.616889,41.141501)
(26865,-8.628639,41.147619)
(93,-8.607201,41.145742)
(94,-8.630081,41.161777)
(96,-8.628047,41.147899)
(26866,-8.576856,41.165295)
(26868,-8.639679,41.172728)
(98,-8.607101,41.144607)
(26870,-8.648938,41.148088)
(26871,-8.601639,41.147278)
(26872,-8.613368,41.147548)
(100,-8.606419,41.170105)
(26876,-8.634341,41.139568)
(101,-8.612426,41.142951)
(102,-8.596478,41.154203)
(26878,-8.636183,41.140377)
(106,-8.577012,41.144962)
(107,-8.629827,41.155529)
(26880,-8.605054,41.150398)
(26881,-8.582222,41.167763)
(109,-8.617559,41.151577)
(26882,-8.623809,41.144776)
(26883,-8.635962,41.140276)
(26884,-8.571769,41.156260)
(110,-8.588424,41.175055)
(111,-8.609147,41.148803)
(112,-8.628342,41.151536)
(116,-8.610215,41.150554)
(26888,-8.586326,41.147784)
(26892,-8.602333,41.164907)
(118,-8.614398,41.157044)
(119,-8.627543,41.150718)
(26895,-8.627618,41.145489)
(26896,-8.637665,41.143948)
(26897,-8.576269,41.149993)
(26899,-8.615100,41.149017)
(124,-8.612149,41.150796)
(125,-8.629830,41.145622)
(126,-8.612578,41.142509)
(26900,-8.610879,41.152298)
(127,-8.615990,41.141774)
(128,-8.649131,41.164786)
(26903,-8.611322,41.141341)
(131,-8.631636,41.146817)
(133,-8.602926,41.148144)
(26905,-8.646300,41.161639)
(134,-8.606871,41.148434)
(26908,-8.606319,41.145964)
(137,-8.634426,41.147758)
(26910,-8.641400,41.160259)
(26911,-8.630353,41.147752)
(138,-8.613885,41.142326)
(141,-8.614875,41.140586)
(143,-8.610245,41.151811)
(146,-8.575754,41.163102)
(26919,-8.599057,41.149102)
(26920,-8.608546,41.142059)
(148,-8.628872,41.155034)
(26922,-8.577066,41.148610)
(149,-8.629119,41.157317)
(152,-8.593039,41.148100)
(26923,-8.649233,41.161989)
(153,-8.635136,41.140948)
(26924,-8.630110,41.157847)
(26925,-8.586183,41.148822)
(26928,-8.618501,41.161187)
(155,-8.619720,41.168903)
(26929,-8.629538,41.157144)
(26931,-8.607047,41.144931)
(158,-8.641904,41.160085)
(26934,-8.582397,41.163434)
(162,-8.628447,41.151200)
(163,-8.616597,41.140535)
(26937,-8.619533,41.143079)
(164,-8.594143,41.162504)
(26939,-8.641924,41.144791)
(169,-8.582201,41.163892)
(26940,-8.609048,41.152137)
(170,-8.630732,41.158132)
(173,-8.625193,41.148446)
(174,-8.640255,41.156327)
(175,-8.635234,41.170991)
(177,-8.609414,41.147790)
(26942,-8.616688,41.141770)
(179,-8.599621,41.149426)
(180,-8.624033,41.148231)
(26945,-8.604299,41.146292)
(183,-8.630874,41.145868)
(184,-8.581887,41.172317)
(185,-8.633835,41.150349)
(186,-8.608620,41.141578)
(26951,-8.608140,41.152766)
(26952,-8.579247,41.145850)
(26953,-8.592937,41.150685)
(26954,-8.623054,41.150219)
(189,-8.630300,41.147743)
(26956,-8.646554,41.160892)
(26957,-8.648374,41.163905)
(194,-8.618448,41.159530)
(26958,-8.626236,41.148404)
(26960,-8.608434,41.150318)
(197,-8.603744,41.146603)
(26961,-8.613286,41.155346)
(26962,-8.631926,41.163433)
(26963,-8.583191,41.153514)
(200,-8.575677,41.154220)
(201,-8.626096,41.165773)
(202,-8.607112,41.143898)
(26964,-8.602292,41.150973)
(206,-8.618915,41.144548)
(26969,-8.600461,41.150999)
(26970,-8.615567,41.145622)
(26972,-8.618881,41.155199)
(209,-8.607555,41.144885)
(26973,-8.611605,41.142204)
(26974,-8.615652,41.140440)
(26977,-8.586745,41.154695)
(26978,-8.607064,41.150171)
(211,-8.628327,41.158123)
(212,-8.611553,41.141360)
(213,-8.613269,41.140352)
(26981,-8.626443,41.150871)
(26983,-8.642053,41.170836)
(215,-8.593918,41.162480)
(26984,-8.619369,41.143019)
(26985,-8.629428,41.148389)
(218,-8.635944,41.160192)
(219,-8.574320,41.146856)
(221,-8.625909,41.148018)
(222,-8.610291,41.143654)
(225,-8.611987,41.152081)
(26989,-8.614081,41.142680)
(26990,-8.606293,41.148684)
(26991,-8.627895,41.150263)
(26994,-8.597149,41.169662)
(233,-8.604799,41.161225)
(26996,-8.641774,41.142727)
(235,-8.575647,41.152095)
(26997,-8.590277,41.159842)
(236,-8.639495,41.151283)
(238,-8.612949,41.169907)
(239,-8.612383,41.143884)
(241,-8.635396,41.139418)
(242,-8.634924,41.139840)
(243,-8.605562,41.148054)
(244,-8.576572,41.149395)
(26999,-8.610877,41.146038)
(246,-8.628243,41.151059)
(247,-8.610325,41.146142)
(27000,-8.594962,41.148844)
(249,-8.629165,41.149079)
(27003,-8.603172,41.149247)
(251,-8.626877,41.151835)
(27004,-8.630179,41.168627)
(27005,-8.604094,41.144165)
(27006,-8.631334,41.146350)
(27009,-8.615048,41.140378)
(253,-8.607321,41.148560)
(27010,-8.623515,41.174233)
(27011,-8.607392,41.144256)
(27012,-8.607617,41.148158)
(259,-8.607672,41.142326)
(27014,-8.603575,41.146105)
(261,-8.643720,41.170383)
(262,-8.641200,41.139260)
(264,-8.634627,41.140789)
(265,-8.606495,41.142702)
(268,-8.588147,41.162661)
(267,-8.638647,41.164805)
(27018,-8.641232,41.143305)
(27020,-8.603519,41.146372)
(269,-8.617459,41.140644)
(27022,-8.595106,41.139949)
(27024,-8.618031,41.152487)
(272,-8.609082,41.149147)
(27025,-8.611333,41.157116)
(27026,-8.609384,41.144219)
(27027,-8.609532,41.144097)
(275,-8.615838,41.145592)
(27029,-8.632499,41.153455)
(27032,-8.606687,41.150955)
(277,-8.637735,41.144328)
(27033,-8.609855,41.150467)
(278,-8.635144,41.140977)
(279,-8.587388,41.168663)
(27034,-8.616978,41.144813)
(27035,-8.601905,41.148952)
(284,-8.592325,41.155516)
(285,-8.628442,41.158505)
(27036,-8.619031,41.155147)
(286,-8.634932,41.141768)
(27039,-8.570882,41.155996)
(287,-8.615308,41.147355)
(27040,-8.585185,41.156934)
(27041,-8.628201,41.176488)
(27042,-8.613088,41.141666)
(27043,-8.642041,41.144312)
(290,-8.635017,41.170424)
(27047,-8.573187,41.148007)
(293,-8.582214,41.163463)
(294,-8.624843,41.173234)
(297,-8.590355,41.162413)
(299,-8.640808,41.165838)
(27050,-8.618350,41.160111)
(301,-8.583894,41.148536)
(27051,-8.577105,41.148552)
(27053,-8.628997,41.178083)
(27055,-8.637947,41.150675)
(27057,-8.585737,41.170336)
(307,-8.572612,41.163277)
(27058,-8.613918,41.164178)
(308,-8.613845,41.144862)
(27059,-8.599202,41.144375)
(27061,-8.613949,41.151637)
(310,-8.622438,41.144325)
(311,-8.628886,41.145836)
(27064,-8.619158,41.144625)
(312,-8.586645,41.151311)
(27065,-8.610396,41.143211)
(314,-8.607620,41.143876)
(316,-8.602121,41.146943)
(317,-8.612350,41.140844)
(27066,-8.580476,41.155923)
(27068,-8.614906,41.145596)
(27069,-8.612513,41.141048)
(27070,-8.613250,41.153743)
(27072,-8.616656,41.141668)
(319,-8.604962,41.172568)
(27074,-8.610693,41.155817)
(320,-8.610294,41.151908)
(321,-8.621228,41.160517)
(27079,-8.606679,41.143175)
(324,-8.620244,41.146791)
(326,-8.635806,41.139070)
(327,-8.647412,41.151816)
(27083,-8.606079,41.146574)
(27085,-8.606031,41.143429)
(330,-8.591909,41.161358)
(27087,-8.605324,41.143424)
(27089,-8.625264,41.148009)
(27090,-8.625821,41.148739)
(27091,-8.638146,41.169401)
(333,-8.610568,41.143986)
(27093,-8.619473,41.173780)
(27095,-8.602057,41.146895)
(27096,-8.621327,41.145212)
(337,-8.641890,41.157174)
(338,-8.612014,41.140937)
(339,-8.635745,41.140524)
(341,-8.621166,41.160633)
(27099,-8.588014,41.167349)
(27102,-8.607530,41.149657)
(342,-8.632892,41.152659)
(27103,-8.625536,41.148337)
(27104,-8.582924,41.145041)
(345,-8.616932,41.141999)
(346,-8.593464,41.160549)
(27105,-8.648013,41.164337)
(350,-8.617738,41.142209)
(351,-8.609374,41.150069)
(27109,-8.625903,41.148081)
(352,-8.607062,41.160151)
(353,-8.617031,41.144951)
(354,-8.635079,41.160363)
(355,-8.616919,41.145822)
(356,-8.591442,41.148915)
(357,-8.630721,41.148290)
(359,-8.611308,41.146772)
(360,-8.605386,41.143343)
(27122,-8.573051,41.147467)
(362,-8.611962,41.158105)
(27125,-8.620552,41.144180)
(363,-8.629641,41.146453)
(364,-8.611971,41.140802)
(27128,-8.591037,41.154653)
(365,-8.629694,41.157240)
(27130,-8.587405,41.143074)
(27133,-8.622730,41.173321)
(27134,-8.617604,41.151379)
(367,-8.623063,41.149637)
(27136,-8.609122,41.147859)
(27137,-8.611945,41.171805)
(369,-8.630394,41.161367)
(27139,-8.630582,41.155498)
(370,-8.607190,41.145641)
(27140,-8.607135,41.145556)
(372,-8.623735,41.155799)
(27142,-8.620833,41.143915)
(27141,-8.587024,41.147260)
(374,-8.641077,41.166450)
(27146,-8.605461,41.143150)
(27147,-8.622492,41.143981)
(27148,-8.572005,41.155507)
(377,-8.645224,41.157949)
(379,-8.633870,41.163671)
(380,-8.574942,41.146824)
(382,-8.588362,41.158520)
(27149,-8.593028,41.147491)
(27150,-8.646279,41.142227)
(27151,-8.648410,41.141920)
(384,-8.612751,41.174222)
(27154,-8.592952,41.147391)
(387,-8.629646,41.156085)
(388,-8.587580,41.166379)
(27156,-8.575177,41.165140)
(27158,-8.593131,41.155241)
(27159,-8.615819,41.145503)
(27157,-8.577689,41.174563)
(389,-8.601773,41.145635)
(27160,-8.607596,41.170527)
(27161,-8.613678,41.142694)
(391,-8.582261,41.158712)
(392,-8.601992,41.146443)
(393,-8.611194,41.146941)
(27163,-8.609109,41.163534)
(27162,-8.619678,41.143285)
(396,-8.598578,41.159306)
(27164,-8.608438,41.143252)
(27167,-8.615796,41.145961)
(408,-8.635101,41.141390)
(27168,-8.604697,41.149585)
(410,-8.643090,41.158706)
(27172,-8.639040,41.165059)
(412,-8.599639,41.153313)
(413,-8.628768,41.162102)
(414,-8.624640,41.165330)
(27175,-8.621335,41.147509)
(415,-8.576849,41.159288)
(27176,-8.644224,41.170676)
(27178,-8.610021,41.143912)
(420,-8.624286,41.148111)
(421,-8.619756,41.143970)
(27181,-8.641366,41.145408)
(422,-8.614464,41.157602)
(423,-8.596787,41.171703)
(425,-8.609251,41.144176)
(27183,-8.587074,41.165982)
(27184,-8.604608,41.146586)
(27185,-8.609209,41.143429)
(27187,-8.620050,41.144270)
(27188,-8.637080,41.145238)
(27191,-8.607890,41.148957)
(27190,-8.638455,41.168486)
(431,-8.579051,41.168389)
(432,-8.584168,41.167720)
(27193,-8.611225,41.146457)
(435,-8.616108,41.140963)
(436,-8.615813,41.156915)
(27194,-8.602345,41.173672)
(437,-8.606684,41.144891)
(27195,-8.605778,41.145356)
(27196,-8.609236,41.166851)
(27200,-8.646784,41.157672)
(27198,-8.621369,41.144019)
(27203,-8.620838,41.144343)
(27204,-8.649660,41.159553)
(441,-8.623704,41.148065)
(27206,-8.585485,41.161475)
(443,-8.623948,41.163368)
(27208,-8.634476,41.139944)
(27209,-8.585316,41.174568)
(27210,-8.590834,41.145492)
(444,-8.574863,41.160312)
(27211,-8.644362,41.150302)
(27214,-8.616367,41.140454)
(27215,-8.612123,41.142528)
(447,-8.576308,41.157105)
(448,-8.630448,41.149282)
(449,-8.612439,41.164699)
(450,-8.612187,41.144050)
(452,-8.630616,41.155679)
(454,-8.577803,41.165588)
(27221,-8.606074,41.142365)
(455,-8.624745,41.147293)
(27222,-8.630309,41.150984)
(456,-8.610239,41.151852)
(458,-8.628743,41.152478)
(459,-8.579885,41.147145)
(27224,-8.587144,41.147280)
(27226,-8.618159,41.144652)
(460,-8.598771,41.149061)
(27228,-8.606608,41.145841)
(463,-8.635494,41.139582)
(27231,-8.617640,41.142358)
(466,-8.626114,41.152314)
(470,-8.647341,41.159841)
(472,-8.618095,41.148009)
(473,-8.608960,41.150781)
(27234,-8.609534,41.163547)
(27235,-8.627421,41.147511)
(27236,-8.612283,41.143749)
(474,-8.630119,41.157702)
(27238,-8.615928,41.145942)
(27239,-8.579326,41.146767)
(27240,-8.604277,41.151340)
(27243,-8.646410,41.151571)
(27244,-8.616838,41.146277)
(27246,-8.580143,41.146857)
(27248,-8.620549,41.147655)
(479,-8.642102,41.144394)
(482,-8.576174,41.159035)
(27251,-8.626702,41.151556)
(27254,-8.635390,41.163969)
(485,-8.577793,41.161552)
(488,-8.629523,41.160776)
(487,-8.585692,41.155557)
(493,-8.580431,41.156055)
(27257,-8.646364,41.161569)
(496,-8.630633,41.147143)
(27258,-8.615738,41.162271)
(497,-8.628610,41.149678)
(498,-8.621495,41.143638)
(500,-8.587675,41.153818)
(27260,-8.611295,41.146933)
(27261,-8.583327,41.153160)
(27262,-8.616163,41.142196)
(27263,-8.595820,41.171903)
(27265,-8.629048,41.157122)
(27266,-8.613963,41.151685)
(27268,-8.641526,41.156842)
(506,-8.598446,41.165733)
(511,-8.641684,41.148120)
(27275,-8.578982,41.168484)
(514,-8.636489,41.148380)
(27276,-8.585515,41.161606)
(27277,-8.605419,41.172816)
(27282,-8.604407,41.146375)
(520,-8.617853,41.148532)
(521,-8.638707,41.145148)
(523,-8.633235,41.149097)
(525,-8.628049,41.166859)
(27289,-8.623019,41.147958)
(27290,-8.587162,41.145851)
(526,-8.580167,41.156157)
(536,-8.592270,41.160897)
(27296,-8.578871,41.170946)
(27297,-8.634855,41.175400)
(27298,-8.612627,41.155105)
(27299,-8.588289,41.167333)
(539,-8.608978,41.152239)
(27302,-8.613345,41.166642)
(540,-8.614991,41.140267)
(541,-8.615218,41.147994)
(543,-8.605850,41.169829)
(545,-8.598445,41.165096)
(546,-8.629867,41.157682)
(548,-8.641495,41.145022)
(27310,-8.579951,41.164091)
(553,-8.600526,41.157063)
(554,-8.610337,41.150426)
(556,-8.608287,41.148185)
(27314,-8.646607,41.150546)
(27315,-8.612270,41.143604)
(558,-8.632743,41.163317)
(559,-8.617904,41.148405)
(27317,-8.645597,41.157432)
(27319,-8.586703,41.152164)
(27321,-8.647832,41.142003)
(560,-8.597633,41.168272)
(27324,-8.643768,41.167803)
(27328,-8.584751,41.155814)
(27329,-8.615398,41.141688)
(566,-8.634038,41.163814)
(27330,-8.632748,41.169573)
(567,-8.592952,41.147791)
(568,-8.575442,41.157250)
(569,-8.626923,41.164692)
(570,-8.640690,41.167189)
(27332,-8.641143,41.139504)
(575,-8.620416,41.144301)
(27333,-8.630090,41.155358)
(27334,-8.621922,41.158925)
(27336,-8.630744,41.147844)
(578,-8.615269,41.147548)
(579,-8.631425,41.159131)
(27338,-8.632946,41.148378)
(580,-8.617086,41.141277)
(27341,-8.585660,41.154046)
(581,-8.616205,41.141055)
(27344,-8.625641,41.148485)
(582,-8.625956,41.148091)
(583,-8.573101,41.147088)
(27347,-8.584621,41.155443)
(586,-8.605527,41.150510)
(27348,-8.606393,41.168707)
(27350,-8.625938,41.148093)
(27351,-8.598755,41.149159)
(587,-8.639308,41.166758)
(27353,-8.603545,41.144322)
(590,-8.576952,41.151852)
(591,-8.609947,41.150672)
(27356,-8.607900,41.173330)
(594,-8.630067,41.170176)
(596,-8.619953,41.144279)
(27358,-8.631475,41.146891)
(27359,-8.614973,41.148519)
(597,-8.635627,41.140393)
(27361,-8.623629,41.166059)
(598,-8.586421,41.168268)
(27363,-8.639080,41.138922)
(600,-8.617947,41.141256)
(603,-8.614955,41.147256)
(607,-8.612421,41.141100)
(27369,-8.602171,41.164612)
(27370,-8.621164,41.160465)
(608,-8.620148,41.146037)
(27372,-8.629227,41.145629)
(609,-8.587331,41.166865)
(27375,-8.627337,41.152400)
(27376,-8.622267,41.143907)
(27379,-8.606831,41.147065)
(27380,-8.605021,41.150538)
(27382,-8.576079,41.161769)
(627,-8.643538,41.157396)
(628,-8.604187,41.150225)
(632,-8.619352,41.147925)
(27385,-8.609574,41.144084)
(27387,-8.610765,41.150916)
(637,-8.592923,41.147294)
(641,-8.611169,41.141524)
(642,-8.576153,41.153186)
(643,-8.637988,41.138809)
(27389,-8.638081,41.173290)
(644,-8.597939,41.147855)
(646,-8.593568,41.150973)
(27391,-8.604602,41.146117)
(27393,-8.631013,41.170021)
(651,-8.597893,41.148040)
(653,-8.608548,41.147744)
(27394,-8.623057,41.148996)
(27395,-8.573389,41.144012)
(27396,-8.614590,41.141079)
(27397,-8.608919,41.140965)
(654,-8.634199,41.150256)
(27398,-8.612082,41.141146)
(27399,-8.630385,41.147313)
(27401,-8.614525,41.143270)
(27404,-8.588417,41.141713)
(27406,-8.608049,41.148859)
(658,-8.608914,41.149104)
(27408,-8.595863,41.146443)
(27409,-8.592003,41.161510)
(27410,-8.635686,41.142525)
(659,-8.579769,41.156267)
(27412,-8.636952,41.176033)
(27413,-8.577802,41.156512)
(662,-8.598136,41.157919)
(27416,-8.577278,41.159129)
(664,-8.626772,41.165735)
(27419,-8.584236,41.159303)
(667,-8.629523,41.150554)
(27421,-8.608528,41.141509)
(27422,-8.582365,41.163353)
(27423,-8.642226,41.170913)
(670,-8.627398,41.146787)
(672,-8.620090,41.143000)
(674,-8.576582,41.152810)
(676,-8.584900,41.158703)
(27425,-8.609076,41.150478)
(27427,-8.602206,41.149042)
(677,-8.610765,41.169764)
(27428,-8.621101,41.143764)
(27430,-8.610167,41.140975)
(27431,-8.587242,41.166682)
(27432,-8.602502,41.147219)
(27434,-8.597130,41.173760)
(688,-8.608474,41.143235)
(689,-8.594940,41.156034)
(27436,-8.621503,41.144053)
(691,-8.625359,41.147775)
(693,-8.616504,41.146145)
(695,-8.648305,41.155026)
(696,-8.619362,41.147839)
(697,-8.650749,41.149749)
(27439,-8.602995,41.149228)
(27441,-8.616054,41.171806)
(27443,-8.598220,41.153340)
(700,-8.585438,41.161344)
(702,-8.595638,41.146111)
(706,-8.614939,41.140078)
(27451,-8.603680,41.143970)
(710,-8.611038,41.144983)
(711,-8.630642,41.147149)
(712,-8.613773,41.146018)
(713,-8.606889,41.144839)
(27453,-8.608072,41.143130)
(716,-8.617731,41.146526)
(27454,-8.596421,41.154220)
(27455,-8.587785,41.167565)
(718,-8.579959,41.153610)
(721,-8.624569,41.174708)
(27458,-8.642823,41.159232)
(722,-8.645550,41.157227)
(27460,-8.605052,41.142843)
(27461,-8.605616,41.146793)
(27462,-8.578549,41.146319)
(27463,-8.642625,41.170205)
(27464,-8.621630,41.143949)
(27465,-8.626011,41.146065)
(27466,-8.591936,41.164653)
(724,-8.615273,41.147758)
(725,-8.626535,41.157447)
(27469,-8.577179,41.165283)
(27467,-8.617516,41.151513)
(726,-8.627710,41.146405)
(27471,-8.628710,41.155101)
(27472,-8.645209,41.154585)
(728,-8.611177,41.143027)
(27473,-8.611299,41.171756)
(27474,-8.629179,41.146460)
(27476,-8.618368,41.140972)
(733,-8.630292,41.168973)
(27477,-8.605146,41.144038)
(27479,-8.575697,41.154027)
(27480,-8.592738,41.146483)
(734,-8.613212,41.141798)
(27481,-8.621706,41.158864)
(737,-8.602376,41.143098)
(27488,-8.581151,41.154650)
(27489,-8.583498,41.150199)
(27490,-8.603796,41.146771)
(741,-8.649206,41.159922)
(742,-8.618283,41.152986)
(27491,-8.581892,41.162077)
(743,-8.627755,41.146454)
(744,-8.582048,41.163577)
(27492,-8.591267,41.157568)
(745,-8.578573,41.170406)
(27494,-8.648976,41.159074)
(27496,-8.636303,41.143467)
(749,-8.629806,41.158630)
(27498,-8.598453,41.165706)
(751,-8.612255,41.143614)
(754,-8.581323,41.147539)
(27502,-8.632784,41.151874)
(27505,-8.575675,41.157348)
(757,-8.578075,41.162431)
(27506,-8.618631,41.160996)
(758,-8.579378,41.153225)
(759,-8.627538,41.155636)
(761,-8.619846,41.144023)
(762,-8.612005,41.143937)
(768,-8.587715,41.147959)
(766,-8.627245,41.148016)
(767,-8.614747,41.149991)
(27509,-8.615899,41.145964)
(769,-8.614864,41.163170)
(27510,-8.636595,41.150635)
(27511,-8.603554,41.146112)
(27512,-8.610782,41.151200)
(770,-8.606597,41.153281)
(27515,-8.625485,41.145927)
(772,-8.606243,41.150916)
(27517,-8.625974,41.148017)
(773,-8.589956,41.142280)
(27518,-8.625181,41.155344)
(27519,-8.643572,41.167521)
(774,-8.643942,41.154506)
(27521,-8.609212,41.150509)
(777,-8.619187,41.160471)
(27522,-8.599381,41.171625)
(778,-8.640066,41.168787)
(27527,-8.613432,41.166121)
(27528,-8.587606,41.145731)
(781,-8.618188,41.160035)
(782,-8.604312,41.146429)
(783,-8.610101,41.150482)
(784,-8.605035,41.143974)
(785,-8.616015,41.141051)
(27529,-8.606659,41.146775)
(790,-8.620779,41.148825)
(791,-8.621573,41.167631)
(792,-8.614714,41.151021)
(27531,-8.617503,41.140982)
(795,-8.616235,41.170701)
(27533,-8.609647,41.140836)
(27534,-8.605180,41.171271)
(27535,-8.597877,41.141769)
(27537,-8.580540,41.164123)
(797,-8.647510,41.142282)
(27538,-8.620632,41.161533)
(27539,-8.636488,41.138793)
(27541,-8.608147,41.152688)
(798,-8.600476,41.150813)
(27542,-8.602996,41.148376)
(800,-8.588433,41.163575)
(27548,-8.621937,41.144087)
(27550,-8.602162,41.147146)
(27553,-8.644649,41.144454)
(804,-8.598121,41.142932)
(805,-8.622803,41.149172)
(806,-8.607644,41.154931)
(807,-8.611215,41.146774)
(27555,-8.623121,41.173471)
(27556,-8.613397,41.141473)
(808,-8.609236,41.143386)
(27557,-8.630377,41.149940)
(809,-8.613128,41.148277)
(27559,-8.606506,41.168022)
(811,-8.629509,41.156552)
(27560,-8.620446,41.144076)
(27561,-8.638849,41.171278)
(27563,-8.617158,41.141280)
(813,-8.606901,41.142950)
(27564,-8.630040,41.157389)
(815,-8.626118,41.148830)
(816,-8.618305,41.153049)
(817,-8.604115,41.148958)
(27567,-8.641824,41.151290)
(27568,-8.643118,41.145073)
(819,-8.644472,41.153205)
(27570,-8.594046,41.161406)
(821,-8.626597,41.146849)
(823,-8.638723,41.166824)
(824,-8.605634,41.150422)
(27572,-8.580833,41.163460)
(826,-8.629161,41.146645)
(828,-8.646839,41.150774)
(829,-8.601671,41.142029)
(830,-8.624703,41.160980)
(834,-8.576882,41.166528)
(835,-8.638842,41.164888)
(27577,-8.611997,41.151801)
(27579,-8.620125,41.144107)
(27580,-8.626030,41.148840)
(836,-8.629774,41.147623)
(27581,-8.649508,41.163274)
(27582,-8.626918,41.168551)
(841,-8.640238,41.164934)
(27583,-8.611780,41.140799)
(842,-8.630673,41.148629)
(27585,-8.642075,41.144471)
(845,-8.608429,41.145789)
(846,-8.607997,41.153139)
(27589,-8.591136,41.156281)
(847,-8.607186,41.148707)
(848,-8.642717,41.157511)
(27591,-8.590077,41.173420)
(27592,-8.609324,41.147520)
(27593,-8.623834,41.157051)
(27594,-8.621217,41.143457)
(850,-8.612634,41.140684)
(27596,-8.608108,41.152650)
(853,-8.586242,41.147859)
(27599,-8.605669,41.173126)
(855,-8.612588,41.142510)
(27602,-8.623786,41.149211)
(856,-8.627460,41.150606)
(858,-8.619174,41.173674)
(27606,-8.643682,41.161062)
(27607,-8.603113,41.149264)
(27608,-8.582034,41.154346)
(860,-8.612222,41.146029)
(862,-8.589678,41.158399)
(865,-8.588682,41.159210)
(866,-8.606849,41.153379)
(27610,-8.606499,41.142366)
(868,-8.618297,41.141216)
(27613,-8.591425,41.160882)
(27614,-8.578857,41.152815)
(27615,-8.614333,41.148328)
(871,-8.640981,41.143237)
(27616,-8.581409,41.152040)
(27618,-8.641334,41.143342)
(27619,-8.597244,41.153675)
(879,-8.597014,41.141757)
(881,-8.596071,41.154036)
(880,-8.605477,41.146170)
(27623,-8.607024,41.146070)
(27625,-8.643834,41.167356)
(889,-8.620757,41.143835)
(27628,-8.631410,41.146870)
(27629,-8.576139,41.158979)
(890,-8.638941,41.166716)
(891,-8.617416,41.144509)
(27631,-8.593677,41.160455)
(894,-8.621243,41.143434)
(27632,-8.606621,41.169868)
(27633,-8.616244,41.142138)
(895,-8.625446,41.148551)
(896,-8.615489,41.145609)
(27637,-8.644621,41.150968)
(898,-8.576898,41.152580)
(27638,-8.577310,41.165026)
(899,-8.630510,41.146092)
(900,-8.587602,41.145530)
(901,-8.619922,41.142244)
(27640,-8.607819,41.160103)
(903,-8.579664,41.152092)
(904,-8.611778,41.150373)
(906,-8.606783,41.146983)
(27641,-8.642455,41.158767)
(909,-8.623472,41.144816)
(27642,-8.632557,41.152517)
(27645,-8.634801,41.160971)
(27647,-8.611604,41.142965)
(27648,-8.572417,41.153689)
(913,-8.628854,41.156653)
(914,-8.625561,41.148814)
(27650,-8.629114,41.146636)
(918,-8.604768,41.145978)
(27654,-8.576844,41.152671)
(27655,-8.635029,41.160298)
(27657,-8.631628,41.146810)
(27658,-8.602810,41.141858)
(920,-8.631401,41.146984)
(27661,-8.627320,41.145900)
(922,-8.632816,41.149030)
(923,-8.596628,41.167459)
(27662,-8.623066,41.149169)
(27663,-8.619995,41.143978)
(27665,-8.615969,41.140780)
(27666,-8.605789,41.149676)
(27668,-8.638291,41.168548)
(926,-8.624839,41.146895)
(27669,-8.575115,41.143853)
(927,-8.641943,41.144460)
(930,-8.614937,41.142890)
(27672,-8.636441,41.171005)
(932,-8.585413,41.166713)
